Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
420,Daniel Theis*/players/t/theisda01.html,C,29,HOU,17,15,388,54,110,.491,16,51,.314,38,59,.644,.564,18,24,.750,18,64,82,14,7,9,21,42,142
421,Brodric Thomas*/players/t/thomabr01.html,SG,25,BOS,2,0,2,0,0,None,0,0,None,0,0,None,None,0,0,None,1,0,1,0,0,0,1,0,0
422,Cameron Thomas*/players/t/thomaca02.html,SG,20,BRK,19,0,245,37,97,.381,9,40,.225,28,57,.491,.428,14,18,.778,4,27,31,13,7,3,4,7,97
423,Matt Thomas*/players/t/thomama02.html,SG,27,CHI,8,0,49,5,19,.263,2,9,.222,3,10,.300,.316,0,0,None,0,5,5,0,2,1,0,3,12
424,Tristan Thompson*/players/t/thomptr01.html,PF,30,SAC,18,0,262,45,84,.536,0,0,None,45,84,.536,.536,21,38,.553,48,55,103,10,6,8,16,33,111
425,JT Thor*/players/t/thorjt01.html,PF,19,CHO,6,0,77,7,17,.412,3,12,.250,4,5,.800,.500,3,6,.500,2,8,10,5,2,3,1,9,20
426,Matisse Thybulle*/players/t/thybuma01.html,SG,24,PHI,19,5,467,45,92,.489,12,45,.267,33,47,.702,.554,6,6,1.000,10,34,44,20,35,22,19,38,108
427,Killian Tillie*/players/t/tilliki02.html,C,23,MEM,12,0,113,12,33,.364,7,21,.333,5,12,.417,.470,1,2,.500,5,6,11,3,6,7,4,12,32
428,Xavier Tillman Sr.*/players/t/tillmxa01.html,PF,23,MEM,19,0,265,35,83,.422,5,24,.208,30,59,.508,.452,14,21,.667,24,35,59,26,23,7,13,20,89
429,Isaiah Todd*/players/t/toddis01.html,PF,20,WAS,4,0,11,2,6,.333,2,3,.667,0,3,.000,.500,1,2,.500,1,1,2,0,2,1,1,1,7
430,Obi Toppin*/players/t/toppiob01.html,PF,23,NYK,26,0,413,88,166,.530,9,46,.196,79,120,.658,.557,41,52,.788,31,70,101,24,9,16,24,40,226
431,Juan Toscano-Anderson*/players/t/toscaju01.html,SF,28,GSW,24,1,395,49,92,.533,9,32,.281,40,60,.667,.582,17,26,.654,14,57,71,53,16,10,29,34,124
432,Karl-Anthony Towns*/players/t/townska01.html,C,26,MIN,25,25,860,214,424,.505,63,146,.432,151,278,.543,.579,110,136,.809,72,157,229,82,26,28,87,91,601
433,Gary Trent Jr.*/players/t/trentga02.html,SG,23,TOR,24,23,831,151,351,.430,66,172,.384,85,179,.475,.524,40,44,.909,11,67,78,43,49,8,22,51,408
434,P.J. Tucker*/players/t/tuckepj01.html,PF,36,MIA,26,26,719,68,137,.496,27,64,.422,41,73,.562,.595,14,17,.824,41,101,142,50,19,7,21,66,177
435,Myles Turner*/players/t/turnemy01.html,C,25,IND,27,27,794,127,239,.531,51,128,.398,76,111,.685,.638,48,67,.716,41,160,201,25,15,74,35,69,353
436,Jonas Valančiūnas*/players/v/valanjo01.html,C,29,NOP,28,28,873,202,391,.517,31,67,.463,171,324,.528,.556,91,111,.820,96,238,334,69,16,26,58,89,526
437,Denzel Valentine*/players/v/valende01.html,SG,28,CLE,17,0,107,10,36,.278,7,23,.304,3,13,.231,.375,0,0,None,6,12,18,3,5,0,6,9,27
438,Jarred Vanderbilt*/players/v/vandeja01.html,PF,22,MIN,25,18,587,60,112,.536,1,8,.125,59,104,.567,.540,26,32,.813,76,130,206,30,36,19,26,70,147
439,Fred VanVleet*/players/v/vanvlfr01.html,PG,27,TOR,25,25,953,173,402,.430,81,208,.389,92,194,.474,.531,65,76,.855,19,109,128,161,38,15,79,67,492
440,Devin Vassell*/players/v/vassede01.html,SF,21,SAS,19,0,467,84,179,.469,34,90,.378,50,89,.562,.564,16,22,.727,9,62,71,25,22,14,13,38,218
441,Gabe Vincent*/players/v/vincega01.html,PG,25,MIA,23,1,396,53,122,.434,28,76,.368,25,46,.543,.549,13,16,.813,11,25,36,52,15,3,26,47,147
442,Nikola Vučević*/players/v/vucevni01.html,C,31,CHI,19,19,630,121,292,.414,31,90,.344,90,202,.446,.467,20,32,.625,33,169,202,69,18,20,31,45,293
443,Dean Wade*/players/w/wadede01.html,PF,25,CLE,18,11,373,32,78,.410,17,53,.321,15,25,.600,.519,5,6,.833,12,43,55,21,11,1,5,33,86
444,Franz Wagner*/players/w/wagnefr01.html,SF,20,ORL,26,26,823,137,310,.442,37,98,.378,100,212,.472,.502,49,60,.817,34,80,114,73,31,12,31,62,360
445,Moritz Wagner*/players/w/wagnemo01.html,C,24,ORL,24,0,266,44,101,.436,23,65,.354,21,36,.583,.550,26,35,.743,10,46,56,17,3,5,18,45,137
446,Ish Wainright*/players/w/wainris01.html,PF,27,PHO,7,0,33,1,11,.091,0,5,.000,1,6,.167,.091,0,2,.000,3,2,5,2,2,0,3,9,2
447,Kemba Walker*/players/w/walkeke02.html,PG,31,NYK,18,18,441,76,177,.429,38,92,.413,38,85,.447,.537,20,25,.800,2,44,46,55,19,5,24,19,210
448,Lonnie Walker*/players/w/walkelo01.html,SG,23,SAS,24,3,537,90,237,.380,37,124,.298,53,113,.469,.458,31,37,.838,3,67,70,61,16,8,30,31,248
449,Brad Wanamaker*/players/w/wanambr01.html,PG,32,IND,16,0,201,20,55,.364,4,14,.286,16,41,.390,.400,15,17,.882,4,22,26,34,2,6,16,31,59
450,Duane Washington Jr.*/players/w/washidu02.html,PG,21,IND,3,0,7,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,None,0,1,1,0,0,0,0,0,5
451,P.J. Washington*/players/w/washipj01.html,PF,23,CHO,15,3,375,56,123,.455,30,67,.448,26,56,.464,.577,16,23,.696,18,60,78,29,11,19,21,32,158
452,Yuta Watanabe*/players/w/watanyu01.html,SF,27,TOR,7,0,120,12,36,.333,9,26,.346,3,10,.300,.458,5,10,.500,5,15,20,6,4,3,1,10,38
453,Trendon Watford*/players/w/watfotr01.html,SF,21,POR,5,0,24,5,11,.455,0,0,None,5,11,.455,.455,2,3,.667,1,2,3,3,1,1,1,1,12
454,Paul Watson*/players/w/watsopa01.html,SF,27,OKC,5,0,78,2,15,.133,2,13,.154,0,2,.000,.200,1,2,.500,2,10,12,3,1,3,3,5,7
455,Russell Westbrook*/players/w/westbru01.html,PG,33,LAL,27,27,972,197,439,.449,36,111,.324,161,328,.491,.490,97,143,.678,35,174,209,231,32,6,125,83,527
456,Coby White*/players/w/whiteco01.html,PG,21,CHI,9,1,158,22,63,.349,7,31,.226,15,32,.469,.405,4,7,.571,1,22,23,12,1,1,8,15,55
457,Derrick White*/players/w/whitede01.html,SG,27,SAS,24,24,755,120,289,.415,39,130,.300,81,159,.509,.483,49,60,.817,13,75,88,121,27,23,34,53,328
458,Hassan Whiteside*/players/w/whiteha01.html,C,32,UTA,23,0,351,64,109,.587,0,0,None,64,109,.587,.587,34,48,.708,50,100,150,7,5,30,23,67,162
459,Joe Wieskamp*/players/w/wieskjo01.html,SG,22,SAS,3,0,8,1,1,1.000,1,1,1.000,0,0,None,1.500,0,0,None,0,0,0,0,0,0,0,1,3
460,Aaron Wiggins*/players/w/wiggiaa01.html,SG,23,OKC,9,1,130,8,18,.444,6,16,.375,2,2,1.000,.611,4,7,.571,1,13,14,10,3,1,7,15,26
461,Andrew Wiggins*/players/w/wiggian01.html,SF,26,GSW,25,25,761,170,349,.487,54,130,.415,116,219,.530,.564,68,93,.731,29,81,110,42,20,13,40,41,462
462,Grant Williams*/players/w/willigr01.html,PF,23,BOS,27,9,589,65,130,.500,38,88,.432,27,42,.643,.646,24,28,.857,16,71,87,28,11,17,17,54,192
463,Kenrich Williams*/players/w/willike04.html,SF,27,OKC,22,0,450,58,128,.453,17,46,.370,41,82,.500,.520,17,32,.531,26,53,79,43,22,5,18,37,150
464,Lou Williams*/players/w/willilo02.html,PG,35,ATL,21,0,283,48,127,.378,13,39,.333,35,88,.398,.429,22,26,.846,6,27,33,26,12,2,18,20,131
465,Patrick Williams*/players/w/willipa01.html,PF,20,CHI,5,5,125,13,23,.565,3,6,.500,10,17,.588,.630,4,4,1.000,1,10,11,3,3,2,2,9,33
466,Robert Williams*/players/w/williro04.html,C,24,BOS,20,20,550,80,108,.741,0,0,None,80,108,.741,.741,22,33,.667,71,92,163,23,15,35,24,34,182
467,Ziaire Williams*/players/w/willizi02.html,SF,20,MEM,19,0,339,35,99,.354,16,65,.246,19,34,.559,.434,4,6,.667,5,23,28,12,8,6,11,33,90
468,Dylan Windler*/players/w/windldy01.html,SF,25,CLE,18,0,189,17,38,.447,10,25,.400,7,13,.538,.579,3,4,.750,8,24,32,18,5,2,8,19,47
469,Justise Winslow*/players/w/winslju01.html,SF,25,LAC,17,0,129,15,40,.375,1,8,.125,14,32,.438,.388,2,4,.500,8,27,35,17,7,5,14,11,33
470,Cassius Winston*/players/w/winstca01.html,PG,23,WAS,1,0,4,0,1,.000,0,1,.000,0,0,None,.000,2,2,1.000,0,0,0,0,0,0,1,0,2
471,Christian Wood*/players/w/woodch01.html,C,26,HOU,25,25,795,157,342,.459,43,119,.361,114,223,.511,.522,55,96,.573,48,236,284,56,13,28,47,61,412
472,Robert Woodard*/players/w/woodaro01.html,SF,22,SAC,1,0,3,0,0,None,0,0,None,0,0,None,None,0,0,None,0,0,0,0,0,0,0,0,0
473,Delon Wright*/players/w/wrighde01.html,SG,29,ATL,24,0,335,24,65,.369,8,22,.364,16,43,.372,.431,13,17,.765,18,50,68,50,16,3,11,12,69
474,McKinley Wright IV*/players/w/wrighmc01.html,PG,23,MIN,1,0,4,1,1,1.000,1,1,1.000,0,0,None,1.500,0,0,None,0,0,0,0,0,0,1,0,3
475,Thaddeus Young*/players/y/youngth01.html,PF,33,SAS,20,0,288,60,103,.583,0,3,.000,60,100,.600,.583,7,16,.438,28,40,68,50,19,6,22,27,127
476,Trae Young*/players/y/youngtr01.html,PG,23,ATL,26,26,891,238,527,.452,71,184,.386,167,343,.487,.519,141,159,.887,23,83,106,246,25,3,106,44,688
477,Omer Yurtseven*/players/y/yurtsom01.html,C,23,MIA,17,0,105,19,36,.528,0,2,.000,19,34,.559,.528,7,10,.700,6,19,25,5,1,7,7,12,45
478,Cody Zeller*/players/z/zelleco01.html,C,29,POR,24,0,319,43,76,.566,0,4,.000,43,72,.597,.566,36,47,.766,43,67,110,20,7,6,17,50,122
479,Ivica Zubac*/players/z/zubaciv01.html,C,24,LAC,26,26,648,95,142,.669,0,0,None,95,142,.669,.669,71,92,.772,64,149,213,29,13,28,32,56,261
